City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
375,Suraabad,AZ,40.8192,49.4687,66.38,58,0,2.98,clear sky,0.0,0.0
376,Verkhnyaya Inta,RU,65.9811,60.3094,32.77,86,86,3.96,overcast clouds,0.0,0.0
377,Capoterra,IT,39.1763,8.9718,70.57,69,0,8.05,clear sky,0.0,0.0
378,Mountain Home,US,43.133,-115.6912,60.28,48,1,10.36,clear sky,0.0,0.0
379,Guerrero Negro,MX,27.9769,-114.0611,69.24,78,0,17.92,clear sky,0.0,0.0
380,Erdenet,MN,49.0333,104.0833,54.19,77,5,4.7,clear sky,0.0,0.0
381,Mount Gambier,AU,-37.8333,140.7667,48.11,76,75,26.46,broken clouds,0.0,0.0
382,Vanavara,RU,60.34,102.2797,49.1,75,100,5.28,overcast clouds,0.0,0.0
383,Rio Gallegos,AR,-51.6226,-69.2181,46.45,61,40,10.36,scattered clouds,0.0,0.0
384,Kichmengskiy Gorodok,RU,59.9816,45.7854,35.94,74,100,4.76,overcast clouds,0.0,0.0
385,Beyneu,KZ,45.3167,55.2,57.18,39,50,10.83,scattered clouds,0.0,0.0
386,Flinders,AU,-34.5833,150.8552,78.06,35,0,10.0,clear sky,0.0,0.0
387,Ust-Kuyga,RU,70.0167,135.6,36.55,42,28,3.27,scattered clouds,0.0,0.0
388,Giovinazzo,IT,41.1864,16.6674,77.29,50,0,4.0,clear sky,0.0,0.0
389,Diffa,NE,13.3154,12.6113,83.5,38,17,6.26,few clouds,0.0,0.0
390,Vero Beach,US,27.6386,-80.3973,81.99,84,1,1.99,clear sky,0.0,0.0
391,Rawalpindi,PK,33.6007,73.0679,81.23,81,83,1.99,broken clouds,0.0,0.0
392,Taubate,BR,-23.0264,-45.5553,65.01,92,98,1.32,overcast clouds,0.0,0.0
393,Todos Santos,MX,23.45,-110.2167,86.0,84,21,1.14,few clouds,0.0,0.0
394,Ulladulla,AU,-35.35,150.4667,77.88,35,0,12.08,clear sky,0.0,0.0
395,Chicla,PE,-11.705,-76.2686,41.52,91,100,2.71,overcast clouds,0.0,0.0
396,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,100,90,20.13,light intensity shower rain,0.2,0.0
397,Mogadishu,SO,2.0371,45.3438,77.14,83,9,17.09,clear sky,0.0,0.0
398,Hanzhong,CN,33.0728,107.0303,68.67,73,0,1.52,clear sky,0.0,0.0
399,Milkovo,RU,54.7167,158.6167,44.38,93,100,6.69,moderate rain,2.07,0.0
400,Esna,EG,25.2934,32.554,78.82,19,8,3.96,clear sky,0.0,0.0
401,Hustopece,CZ,48.9408,16.7376,52.45,78,4,6.51,clear sky,0.0,0.0
402,Sovetskiy,RU,61.3614,63.5842,34.9,93,100,11.18,overcast clouds,0.0,0.0
403,Haputale,LK,6.7681,80.9595,63.19,78,25,1.79,scattered clouds,0.0,0.0
404,Kieta,PG,-6.2167,155.6333,82.96,77,100,6.11,moderate rain,1.06,0.0
405,Roebourne,AU,-20.7833,117.1333,87.15,14,10,22.79,clear sky,0.0,0.0
406,Nova Friburgo,BR,-22.2819,-42.5311,64.11,92,70,1.92,broken clouds,0.0,0.0
407,Panguna,PG,-6.3164,155.4848,77.59,78,99,1.77,moderate rain,1.06,0.0
408,Bousso,TD,10.4795,16.7117,72.5,87,100,5.23,overcast clouds,0.0,0.0
409,Mount Pleasant,US,32.7941,-79.8626,80.08,88,90,1.99,overcast clouds,0.0,0.0
410,Carauari,BR,-4.8828,-66.8958,77.13,77,12,1.12,few clouds,0.0,0.0
411,Norilsk,RU,69.3535,88.2027,33.55,87,100,9.04,light rain,0.21,0.0
412,Morganton,US,35.7454,-81.6848,75.4,92,1,0.0,clear sky,0.0,0.0
413,Longyearbyen,SJ,78.2186,15.6401,39.07,94,100,6.67,overcast clouds,0.0,0.0
414,Hailey,US,43.5196,-114.3153,48.9,63,9,5.99,clear sky,0.0,0.0
415,Matamoros,MX,25.5333,-103.25,85.1,29,0,3.51,clear sky,0.0,0.0
416,Pushkino,RU,56.0172,37.8667,42.89,91,100,17.29,moderate rain,2.73,0.0
417,Contamana,PE,-7.3333,-75.0167,81.27,52,39,2.17,scattered clouds,0.0,0.0
418,Ocos,GT,14.5094,-92.1933,83.32,76,100,2.86,overcast clouds,0.0,0.0
419,Sobolevo,RU,54.4299,31.8996,42.35,96,100,13.11,overcast clouds,0.0,0.0
420,Severodvinsk,RU,64.5635,39.8302,37.51,69,100,7.25,overcast clouds,0.0,0.0
421,Antalaha,MG,-14.9003,50.2788,70.56,79,99,10.51,overcast clouds,0.0,0.0
422,Wageningen,NL,51.9667,5.6667,56.86,88,90,4.61,overcast clouds,0.0,0.0
423,Kaeo,NZ,-35.1,173.7833,69.33,55,0,8.63,clear sky,0.0,0.0
424,Svetlyy,RU,54.675,20.1347,48.25,71,100,10.63,overcast clouds,0.0,0.0
425,Bowen,AU,-20.0167,148.2333,79.02,58,36,15.05,scattered clouds,0.0,0.0
426,Key Largo,US,25.0865,-80.4473,82.98,69,100,3.94,overcast clouds,0.0,0.0
427,Nouadhibou,MR,20.931,-17.0347,76.98,83,0,16.11,clear sky,0.0,0.0
428,Puteyets,RU,65.1716,57.091,33.82,85,92,8.08,overcast clouds,0.0,0.0
429,Menongue,AO,-14.6585,17.691,63.03,74,22,3.74,few clouds,0.0,0.0
430,Sunrise Manor,US,36.2111,-115.0731,92.35,15,1,20.71,clear sky,0.0,0.0
431,Krivodol,BG,43.3744,23.4844,61.65,61,0,3.2,clear sky,0.0,0.0
432,Finspang,SE,58.7058,15.7674,48.72,72,87,5.3,overcast clouds,0.0,0.0
433,Kangaatsiaq,GL,68.3065,-53.4641,32.49,66,100,9.31,overcast clouds,0.0,0.0
434,Muscat,OM,23.6139,58.5922,84.22,71,0,1.01,clear sky,0.0,0.0
435,Berlevag,NO,70.8578,29.0864,42.62,75,100,23.38,overcast clouds,0.0,0.0
436,Biak,ID,-0.9131,122.8766,81.79,71,66,3.65,light rain,0.32,0.0
437,Moctezuma,MX,29.8,-109.6667,82.0,60,0,6.02,clear sky,0.0,0.0
438,Superior,US,46.7208,-92.1041,80.76,60,1,12.66,clear sky,0.0,0.0
439,Belogorsk,RU,50.9158,128.4611,59.18,60,0,13.09,clear sky,0.0,0.0
440,Cristalina,BR,-16.7686,-47.6136,70.29,26,11,2.19,few clouds,0.0,0.0
441,Nuevo Progreso,MX,23.1667,-97.95,81.59,65,5,1.01,clear sky,0.0,0.0
442,Bloemfontein,ZA,-29.1211,26.214,51.28,87,76,5.75,light rain,0.0,0.0
443,Moerai,PF,-22.4333,-151.3333,74.61,75,0,14.54,clear sky,0.0,0.0
444,Bhanpuri,IN,21.1,80.9167,76.82,88,100,1.59,overcast clouds,0.0,0.0
445,Salalah,OM,17.0151,54.0924,79.05,81,9,3.65,clear sky,0.0,0.0
446,Poyarkovo,RU,49.6,128.6833,60.08,54,4,8.37,clear sky,0.0,0.0
447,Pangody,RU,65.85,74.4859,31.39,91,100,20.33,overcast clouds,0.0,0.0
448,Erzurum,TR,40.0,41.5,42.48,61,11,3.18,few clouds,0.0,0.0
449,Asyut,EG,27.181,31.1837,78.98,31,0,6.78,clear sky,0.0,0.0
450,Pakxan,LA,18.3778,103.6601,81.72,77,100,3.51,overcast clouds,0.0,0.0
451,Sim,RU,54.993,57.6982,35.65,77,100,3.04,overcast clouds,0.0,0.0
452,Lukovetskiy,RU,64.2956,41.9211,37.38,74,100,3.29,overcast clouds,0.0,0.0
453,Hammerfest,NO,70.6634,23.6821,46.85,66,100,6.91,overcast clouds,0.0,0.0
454,Nelson Bay,AU,-32.7167,152.15,77.29,36,0,1.99,clear sky,0.0,0.0
455,Derzhavinsk,KZ,51.1,66.3167,36.39,66,1,8.95,clear sky,0.0,0.0
456,Deputatskiy,RU,69.3,139.9,23.97,81,100,9.04,overcast clouds,0.0,0.0
457,Turinsk,RU,58.0458,63.696,35.6,93,100,11.99,overcast clouds,0.0,0.0
458,Rodez,FR,44.5,2.5833,55.08,100,90,10.36,overcast clouds,0.0,0.0
459,Ajaccio,FR,42.0,8.9167,69.85,68,90,9.22,overcast clouds,0.0,0.0
460,Ibajay,PH,11.8199,122.162,79.25,87,100,2.86,light rain,0.56,0.0
461,San Luis,AR,-33.295,-66.3356,55.62,82,69,16.2,broken clouds,0.0,0.0
462,Hirara,JP,24.8,125.2833,86.27,79,40,2.3,scattered clouds,0.0,0.0
463,Gorele,TR,41.0308,39.0031,69.24,68,8,4.81,clear sky,0.0,0.0
464,Srednekolymsk,RU,67.45,153.6833,37.44,37,100,21.41,overcast clouds,0.0,0.0
465,Cam Ranh,VN,11.9214,109.1591,84.16,74,20,1.14,few clouds,0.0,0.0
466,Worthington,US,40.0931,-83.018,77.14,73,100,6.67,overcast clouds,0.0,0.0
467,Esil,KZ,51.9556,66.4042,34.2,76,4,9.75,clear sky,0.0,0.0
468,North Bend,US,43.4065,-124.2243,60.93,88,92,1.45,overcast clouds,0.0,0.0
469,Celestun,MX,20.8667,-90.4,81.68,83,25,14.09,scattered clouds,0.0,0.0
470,Rio Brilhante,BR,-21.8019,-54.5464,83.71,25,10,4.76,clear sky,0.0,0.0
471,Posse,BR,-14.0931,-46.3694,74.37,25,8,6.33,clear sky,0.0,0.0
472,Kashi,CN,39.4547,75.9797,72.61,16,0,11.18,clear sky,0.0,0.0
473,Yuncheng,CN,35.0231,110.9928,70.56,71,100,9.78,overcast clouds,0.0,0.0
474,Belmonte,BR,-15.8631,-38.8828,75.7,86,16,6.31,few clouds,0.0,0.0
475,Nouakchott,MR,18.0858,-15.9785,84.13,67,14,13.29,few clouds,0.0,0.0
476,Bosaso,SO,11.2842,49.1816,89.28,51,50,9.4,scattered clouds,0.0,0.0
477,Villa Carlos Paz,AR,-31.4241,-64.4978,67.89,71,20,1.01,few clouds,0.0,0.0
478,Ostrovnoy,RU,68.0531,39.5131,36.66,76,4,7.87,clear sky,0.0,0.0
479,Pisco,PE,-13.7,-76.2167,61.02,82,40,12.66,scattered clouds,0.0,0.0
480,Tyumentsevo,RU,53.3224,81.498,40.6,68,100,16.44,overcast clouds,0.0,0.0
481,Ardakan,IR,32.31,54.0175,73.78,18,0,5.99,clear sky,0.0,0.0
482,Stephenville,US,32.2207,-98.2023,86.09,50,1,5.75,clear sky,0.0,0.0
483,Ostersund,SE,63.1792,14.6357,41.45,81,90,12.66,overcast clouds,0.0,0.0
484,Nalut,LY,30.3333,10.85,79.92,20,0,8.88,clear sky,0.0,0.0
485,Korla,CN,41.7597,86.1469,78.49,19,0,3.65,clear sky,0.0,0.0
486,Forestville,US,38.8451,-76.875,69.62,81,1,0.0,clear sky,0.0,0.0
487,Rocha,UY,-34.4833,-54.3333,61.61,98,100,5.75,light rain,0.23,0.0
488,Tougan,BF,13.0667,-3.0667,77.16,74,96,7.56,overcast clouds,0.0,0.0
489,Kathmandu,NP,27.7167,85.3167,71.82,100,75,3.44,broken clouds,0.0,0.0
490,Nuzvid,IN,16.7833,80.85,79.65,82,100,1.83,overcast clouds,0.0,0.0
491,Port-Gentil,GA,-0.7193,8.7815,76.59,83,100,9.91,overcast clouds,0.0,0.0
492,Areosa,PT,41.7178,-8.8571,61.32,88,8,15.84,clear sky,0.0,0.0
493,Caravelas,BR,-17.7125,-39.2481,71.1,86,63,5.32,broken clouds,0.0,0.0
494,Tiznit,MA,29.5833,-9.5,63.0,83,76,0.27,broken clouds,0.0,0.0
495,Kuliyapitiya,LK,7.4688,80.0401,78.48,82,81,4.88,broken clouds,0.0,0.0
496,Ranong,TH,9.9658,98.6348,76.93,74,99,4.16,overcast clouds,0.0,0.0
497,Cabedelo,BR,-6.9811,-34.8339,74.07,76,59,13.15,broken clouds,0.0,0.0
498,Obo,CF,5.3998,26.4869,67.23,99,99,1.79,light rain,0.9,0.0
499,Hami,CN,42.8,93.45,80.51,15,2,4.61,clear sky,0.0,0.0
500,Omboue,GA,-1.5746,9.2618,74.93,85,100,4.36,overcast clouds,0.0,0.0
501,Novoseleznevo,RU,55.6821,69.2056,36.0,94,100,15.08,overcast clouds,0.0,0.0
502,Cap Malheureux,MU,-19.9842,57.6142,68.49,66,35,4.0,scattered clouds,0.0,0.0
503,Alappuzha,IN,9.49,76.3264,79.77,85,100,7.0,overcast clouds,0.0,0.0
504,Ventosa,PT,39.127,-9.0842,65.26,90,12,11.99,few clouds,0.0,0.0
505,Tazovskiy,RU,67.4667,78.7,30.24,85,62,20.45,broken clouds,0.0,0.0
506,Aizkraukle,LV,56.6048,25.2553,38.89,86,100,9.1,overcast clouds,0.0,0.0
507,Calvia,ES,39.5657,2.5062,67.08,88,0,4.83,clear sky,0.0,0.0
508,Vardo,NO,70.3705,31.1107,43.56,74,100,25.93,overcast clouds,0.0,0.0
509,Koksovyy,RU,48.1967,40.5989,60.64,93,100,11.88,overcast clouds,0.0,0.0
510,Shache,CN,38.4167,77.2406,73.15,15,11,5.59,few clouds,0.0,0.0
511,New Kensington,US,40.5698,-79.7648,70.34,85,83,4.54,broken clouds,0.0,0.0
512,Pemangkat,ID,1.1667,108.9667,83.39,69,81,7.54,broken clouds,0.0,0.0
513,Harper,LR,4.375,-7.7169,77.56,84,32,2.77,light rain,0.14,0.0
514,Manono,CD,-7.3,27.4167,72.59,66,100,2.08,overcast clouds,0.0,0.0
515,Saint-Pierre,RE,-21.3393,55.4781,64.08,68,20,8.05,few clouds,0.0,0.0
516,Chapais,CA,49.7834,-74.8492,51.58,75,85,6.71,overcast clouds,0.0,0.0
517,Yumen,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds,0.0,0.0
518,Ugoofaaru,MV,5.6667,73.0,82.44,77,20,10.36,few clouds,0.0,0.0
519,Luena,AO,-11.7833,19.9167,59.77,83,8,3.13,clear sky,0.0,0.0
520,Vangaindrano,MG,-23.35,47.6,62.29,89,80,1.79,light rain,0.2,0.0
521,Agadir,MA,30.4202,-9.5982,70.25,86,6,7.83,clear sky,0.0,0.0
522,Brigantine,US,39.4101,-74.3646,70.02,78,0,11.07,clear sky,0.0,0.0
523,Tabuk,PH,17.4189,121.4443,84.52,70,100,5.17,overcast clouds,0.0,0.0
524,Bowmore,US,34.9421,-79.3031,79.9,76,100,6.51,overcast clouds,0.0,0.0
525,Tromso,NO,69.6496,18.957,46.42,66,0,16.11,clear sky,0.0,0.0
526,Mushie,CD,-3.0167,16.9,68.27,93,98,0.25,overcast clouds,0.0,0.0
527,Dunedin,NZ,-45.8742,170.5036,57.79,68,50,11.99,scattered clouds,0.0,0.0
528,Poum,NC,-20.2333,164.0167,72.28,61,9,11.86,clear sky,0.0,0.0
529,Puerto Escondido,MX,15.85,-97.0667,80.83,81,100,2.37,overcast clouds,0.0,0.0
530,Imbituba,BR,-28.24,-48.6703,69.69,97,100,13.87,overcast clouds,0.0,0.0
531,Whitianga,NZ,-36.8333,175.7,65.01,52,75,11.86,broken clouds,0.0,0.0
532,Bilibino,RU,68.0546,166.4372,27.79,61,96,4.23,overcast clouds,0.0,0.0
533,Piacabucu,BR,-10.4056,-36.4344,73.36,84,17,8.39,few clouds,0.0,0.0
534,Coxim,BR,-18.5067,-54.76,84.63,18,41,2.37,scattered clouds,0.0,0.0
535,Ketchikan,US,55.3422,-131.6461,53.19,92,45,4.29,light rain,0.33,0.0
536,Chernaya Kholunitsa,RU,58.8511,51.7154,29.89,97,56,4.88,broken clouds,0.0,0.0
537,Ahuimanu,US,21.4447,-157.8378,81.86,70,61,17.58,light rain,0.23,0.0
538,Yulara,AU,-25.2406,130.9889,69.64,23,9,23.02,clear sky,0.0,0.0
539,Trelew,AR,-43.249,-65.3051,52.61,46,5,4.09,clear sky,0.0,0.0
540,Ambilobe,MG,-13.2,49.05,72.18,73,96,5.28,overcast clouds,0.0,0.0
541,Codrington,AU,-38.2667,141.9667,48.7,80,99,23.09,light rain,0.13,0.0
542,Khandyga,RU,62.6667,135.6,35.33,99,100,4.0,light rain,0.29,0.0
543,Matata,NZ,-37.8833,176.75,65.14,53,91,12.71,overcast clouds,0.0,0.0
544,Mapimi,MX,25.8167,-103.85,82.17,31,0,3.47,clear sky,0.0,0.0
545,Kargasok,RU,59.0556,80.8572,36.03,95,100,6.64,overcast clouds,0.0,0.0
546,Lagos,NG,6.5833,3.75,79.12,92,100,3.2,overcast clouds,0.0,0.0
547,Red Bank,US,40.3471,-74.0643,71.04,74,0,1.99,clear sky,0.0,0.0
548,Suntar,RU,62.1444,117.6319,40.87,50,10,4.85,clear sky,0.0,0.0
549,Borogontsy,RU,62.6683,131.1683,38.05,85,98,5.5,overcast clouds,0.0,0.0
550,Maniitsoq,GL,65.4167,-52.9,34.68,59,17,15.82,few clouds,0.0,0.0
551,Lebowakgomo,ZA,-24.2,29.5,52.7,51,0,5.59,clear sky,0.0,0.0
552,Kanashevo,RU,55.2169,62.0634,39.76,75,51,12.39,broken clouds,0.0,0.0
553,Plettenberg Bay,ZA,-34.0527,23.3716,54.86,86,19,3.58,few clouds,0.0,0.0
554,Shangqiu,CN,34.45,115.65,69.49,78,99,10.38,light rain,0.12,0.0
555,Dosso,NE,13.049,3.1937,77.07,75,96,13.69,light rain,0.16,0.0
556,Saintes,FR,45.6667,-0.75,58.75,91,100,4.68,light rain,0.36,0.0
557,Llangefni,GB,53.2556,-4.3106,55.72,100,0,1.14,clear sky,0.0,0.0
558,Padang,ID,-0.9492,100.3543,80.65,78,91,2.1,overcast clouds,0.0,0.0
559,Ilhabela,BR,-23.7781,-45.3581,71.13,92,100,5.59,overcast clouds,0.0,0.0
560,Brae,GB,60.3964,-1.353,53.51,91,3,12.33,clear sky,0.0,0.0
561,Oussouye,SN,12.485,-16.5469,77.18,86,100,2.91,overcast clouds,0.0,0.0
562,Kutum,SD,14.2,24.6667,76.86,45,39,6.73,scattered clouds,0.0,0.0
563,Port Augusta,AU,-32.5,137.7667,60.94,29,42,17.92,scattered clouds,0.0,0.0
564,Wattegama,LK,6.7989,81.4808,77.92,75,52,4.09,broken clouds,0.0,0.0
